Rank,Player,Weekly Salary,Pos.,Age,Status,Length (Yrs),2018-19 Salary,2019-20 Salary,2020-21 Salary,2021-22 Salary,2022-23 Salary,2023-24 Salary,2024-25 Salary,Club
82,Jean-Eudes Aholou (http://www.capology.com/soccer/player/jean-eudes-aholou/salary-profile/),"$34,776",DM,25,Reserve,5,"$1,808,373","$1,808,373","$1,808,373","$1,808,373","$1,808,373",$0,$0,Monaco
83,Jordan Ferri (http://www.capology.com/soccer/player/jordan-ferri/salary-profile/),"$34,668",CM,27,Reserve,1,"$1,802,718",$0,$0,$0,$0,$0,$0,Nîmes
84,Lucas Ocampos (http://www.capology.com/soccer/player/lucas-ocampos/salary-profile/),"$33,819",LW,24,Starter,2,"$1,758,612","$1,758,612",$0,$0,$0,$0,$0,Marseille
85,Jordan Amavi (http://www.capology.com/soccer/player/jordan-amavi/salary-profile/),"$32,515",LB,25,Starter,3,"$1,690,755","$1,690,755","$1,690,755",$0,$0,$0,$0,Marseille
86,Loïs Diony (http://www.capology.com/soccer/player/lois-diony/salary-profile/),"$32,471",CF,26,Reserve,3,"$1,688,493","$1,688,493","$1,688,493",$0,$0,$0,$0,St-Étienne
87,Maxime López (http://www.capology.com/soccer/player/maxime-lopez/salary-profile/),"$31,275",CM,21,Starter,3,"$1,626,292","$1,626,292","$1,626,292",$0,$0,$0,$0,Marseille
88,Benoît Costil (http://www.capology.com/soccer/player/beno%C3%AEt-costil/salary-profile/),"$31,210",GK,31,Starter,3,"$1,622,899","$1,622,899","$1,622,899",$0,$0,$0,$0,Bordeaux
89,Diego Carlos (http://www.capology.com/soccer/player/diego-carlos/salary-profile/),"$31,210",CB,26,Starter,4,"$1,622,899","$1,622,899","$1,622,899","$1,622,899",$0,$0,$0,Nantes
90,Nicolas de Préville (http://www.capology.com/soccer/player/nicolas-de-preville/salary-profile/),"$31,210",CF,28,Reserve,3,"$1,622,899","$1,622,899","$1,622,899",$0,$0,$0,$0,Bordeaux
91,Erik Pieters (http://www.capology.com/soccer/player/erik-pieters/salary-profile/),"$30,666",LB,20,Reserve,1,"$1,594,625",$0,$0,$0,$0,$0,$0,Amiens
92,Andrea Raggi (http://www.capology.com/soccer/player/andrea-raggi/salary-profile/),"$30,448",CB,34,Reserve,1,"$1,583,316",$0,$0,$0,$0,$0,$0,Monaco
93,Houssem Aouar (http://www.capology.com/soccer/player/houssem-aouar/salary-profile/),"$30,340",CM,20,Starter,5,"$1,577,661","$1,577,661","$1,577,661","$1,577,661","$1,577,661",$0,$0,Lyon
94,Jérémy Morel (http://www.capology.com/soccer/player/jeremy-morel/salary-profile/),"$30,340",CB,35,Reserve,1,"$1,577,661",$0,$0,$0,$0,$0,$0,Lyon
95,Wahbi Khazri (http://www.capology.com/soccer/player/wahbi-khazri/salary-profile/),"$30,253",AM,28,Starter,4,"$1,573,138","$1,573,138","$1,573,138","$1,573,138",$0,$0,$0,St-Étienne
96,Valentin Eysseric (http://www.capology.com/soccer/player/valentin-eysseric/salary-profile/),"$30,166",LW,27,Starter,1,"$1,568,614",$0,$0,$0,$0,$0,$0,Nantes
97,Ismaïla Sarr (http://www.capology.com/soccer/player/ismaila-sarr/salary-profile/),"$28,600",LW,21,Reserve,3,"$1,487,186","$1,487,186","$1,487,186",$0,$0,$0,$0,Rennes
98,Danilo Barbosa da Silva (http://www.capology.com/soccer/player/danilo-barbosa-da-silva/salary-profile/),"$28,578",DM,23,Reserve,3,"$1,486,055","$1,486,055","$1,486,055",$0,$0,$0,$0,Nice
99,Anthony Limbombe (http://www.capology.com/soccer/player/anthony-limbombe/salary-profile/),"$28,274",LM,24,Starter,5,"$1,470,222","$1,470,222","$1,470,222","$1,470,222","$1,470,222",$0,$0,Nantes
100,Kalifa Coulibaly (http://www.capology.com/soccer/player/kalifa-coulibaly/salary-profile/),"$28,274",CF,27,Reserve,4,"$1,470,222","$1,470,222","$1,470,222","$1,470,222",$0,$0,$0,Nantes
101,Andreas Cornelius (http://www.capology.com/soccer/player/andreas-cornelius/salary-profile/),"$28,165",CF,26,Reserve,1,"$1,464,567",$0,$0,$0,$0,$0,$0,Bordeaux
102,Ferland Mendy (http://www.capology.com/soccer/player/ferland-mendy/salary-profile/),"$28,165",LB,23,Starter,5,"$1,464,567","$1,464,567","$1,464,567","$1,464,567","$1,464,567",$0,$0,Lyon
103,Yaya Sanogo (http://www.capology.com/soccer/player/yaya-sanogo/salary-profile/),"$27,708",CF,26,Reserve,2,"$1,440,818","$1,440,818",$0,$0,$0,$0,$0,Toulouse
104,Johan Larsson (http://www.capology.com/soccer/player/johan-larsson/salary-profile/),"$27,621",RB,28,Reserve,3,"$1,436,294","$1,436,294","$1,436,294",$0,$0,$0,$0,Guingamp
105,François Kamano (http://www.capology.com/soccer/player/francois-kamano/salary-profile/),"$26,077",LW,22,Starter,2,"$1,355,997","$1,355,997",$0,$0,$0,$0,$0,Bordeaux
106,Hiroki Sakai (http://www.capology.com/soccer/player/hiroki-sakai/salary-profile/),"$26,033",RB,29,Reserve,3,"$1,353,735","$1,353,735","$1,353,735",$0,$0,$0,$0,Marseille
107,Allan Saint-Maximin (http://www.capology.com/soccer/player/allan-saint-maximin/salary-profile/),"$26,012",RW,22,Starter,2,"$1,352,604","$1,352,604",$0,$0,$0,$0,$0,Nice
108,Ciprian Tatarusanu (http://www.capology.com/soccer/player/ciprian-tatarusanu/salary-profile/),"$26,012",GK,33,Starter,1,"$1,352,604",$0,$0,$0,$0,$0,$0,Nantes
109,Lucas Evangelista (http://www.capology.com/soccer/player/lucas-evangelista/salary-profile/),"$26,012",RM,23,Reserve,5,"$1,352,604","$1,352,604","$1,352,604","$1,352,604","$1,352,604",$0,$0,Nantes
110,Léo Dubois (http://www.capology.com/soccer/player/leo-dubois/salary-profile/),"$26,012",RB,24,Starter,4,"$1,352,604","$1,352,604","$1,352,604","$1,352,604",$0,$0,$0,Lyon
111,Nicolas Pallois (http://www.capology.com/soccer/player/nicolas-pallois/salary-profile/),"$26,012",CB,31,Starter,2,"$1,352,604","$1,352,604",$0,$0,$0,$0,$0,Nantes
112,Rony Lopes (http://www.capology.com/soccer/player/rony-lopes/salary-profile/),"$26,012",RW,23,Starter,4,"$1,352,604","$1,352,604","$1,352,604","$1,352,604",$0,$0,$0,Monaco
113,Wylan Cyprien (http://www.capology.com/soccer/player/wylan-cyprien/salary-profile/),"$26,012",CM,24,Starter,3,"$1,352,604","$1,352,604","$1,352,604",$0,$0,$0,$0,Nice
114,Christopher Nkunku (http://www.capology.com/soccer/player/christopher-nkunku/salary-profile/),"$25,316",CM,21,Reserve,2,"$1,316,414","$1,316,414",$0,$0,$0,$0,$0,PSG
115,Diego Benaglio (http://www.capology.com/soccer/player/diego-benaglio/salary-profile/),"$24,989",GK,35,Reserve,2,"$1,299,450","$1,299,450",$0,$0,$0,$0,$0,Monaco
116,Martin Terrier (http://www.capology.com/soccer/player/martin-terrier/salary-profile/),"$24,968",LW,22,Reserve,4,"$1,298,319","$1,298,319","$1,298,319","$1,298,319",$0,$0,$0,Lyon
117,Marçal (http://www.capology.com/soccer/player/marcal/salary-profile/),"$23,837",LB,30,Reserve,3,"$1,239,510","$1,239,510","$1,239,510",$0,$0,$0,$0,Lyon
118,Sanjin Prcic (http://www.capology.com/soccer/player/sanjin-prcic/salary-profile/),"$23,837",CM,25,Reserve,1,"$1,239,510",$0,$0,$0,$0,$0,$0,Strasbourg
119,Baptiste Reynet (http://www.capology.com/soccer/player/baptiste-reynet/salary-profile/),"$23,402",GK,28,Starter,4,"$1,216,891","$1,216,891","$1,216,891","$1,216,891",$0,$0,$0,Toulouse
120,Gaëtan Laborde (http://www.capology.com/soccer/player/gaetan-laborde/salary-profile/),"$23,402",CF,24,Starter,4,"$1,216,891","$1,216,891","$1,216,891","$1,216,891",$0,$0,$0,Montpellier
121,Loïc Perrin (http://www.capology.com/soccer/player/loic-perrin/salary-profile/),"$23,402",CB,33,Starter,2,"$1,216,891","$1,216,891",$0,$0,$0,$0,$0,St-Étienne
122,Mathieu Debuchy (http://www.capology.com/soccer/player/mathieu-debuchy/salary-profile/),"$23,402",RB,33,Starter,3,"$1,216,891","$1,216,891","$1,216,891",$0,$0,$0,$0,St-Étienne
123,Stéphane Ruffier (http://www.capology.com/soccer/player/stephane-ruffier/salary-profile/),"$23,402",GK,32,Starter,3,"$1,216,891","$1,216,891","$1,216,891",$0,$0,$0,$0,St-Étienne
124,Robert Beric (http://www.capology.com/soccer/player/robert-beric/salary-profile/),"$23,141",CF,27,Reserve,4,"$1,203,320","$1,203,320","$1,203,320","$1,203,320",$0,$0,$0,St-Étienne
125,Björn Engels (http://www.capology.com/soccer/player/bjorn-engels/salary-profile/),"$22,619",CB,24,Starter,1,"$1,176,178",$0,$0,$0,$0,$0,$0,Reims
126,Romain Hamouma (http://www.capology.com/soccer/player/romain-hamouma/salary-profile/),"$22,097",RW,32,Starter,3,"$1,149,035","$1,149,035","$1,149,035",$0,$0,$0,$0,St-Étienne
127,Pietro Pellegri (http://www.capology.com/soccer/player/pietro-pellegri/salary-profile/),"$22,053",CF,18,Reserve,4,"$1,146,773","$1,146,773","$1,146,773","$1,146,773",$0,$0,$0,Monaco
128,Nolan Roux (http://www.capology.com/soccer/player/nolan-roux/salary-profile/),"$21,858",CF,31,Starter,2,"$1,136,595","$1,136,595",$0,$0,$0,$0,$0,Guingamp
129,Nemanja Radonjic (http://www.capology.com/soccer/player/nemanja-radonjic/salary-profile/),"$21,836",LW,23,Reserve,5,"$1,135,464","$1,135,464","$1,135,464","$1,135,464","$1,135,464",$0,$0,Marseille
130,Abdul Rahman Baba (http://www.capology.com/soccer/player/abdul-rahman-baba/salary-profile/),"$21,749",LB,24,Starter,1,"$1,130,940",$0,$0,$0,$0,$0,$0,Reims
131,Naïm Sliti (http://www.capology.com/soccer/player/naim-sliti/salary-profile/),"$21,705",LW,26,Starter,4,"$1,128,678","$1,128,678","$1,128,678","$1,128,678",$0,$0,$0,Dijon
132,Pape Cheikh (http://www.capology.com/soccer/player/pape-cheikh/salary-profile/),"$21,684",CM,21,Reserve,4,"$1,127,547","$1,127,547","$1,127,547","$1,127,547",$0,$0,$0,Lyon
133,Edgar Ié (http://www.capology.com/soccer/player/edgar-ie/salary-profile/),"$21,031",CB,24,Reserve,1,"$1,093,619",$0,$0,$0,$0,$0,$0,Nantes
134,François Moubandje (http://www.capology.com/soccer/player/francois-moubandje/salary-profile/),"$21,031",LB,28,Reserve,1,"$1,093,619",$0,$0,$0,$0,$0,$0,Toulouse
135,Luiz Araújo (http://www.capology.com/soccer/player/luiz-araujo/salary-profile/),"$21,031",LW,22,Reserve,4,"$1,093,619","$1,093,619","$1,093,619","$1,093,619",$0,$0,$0,Lille
136,Otávio (http://www.capology.com/soccer/player/otavio-0594/salary-profile/),"$21,031",DM,24,Starter,3,"$1,093,619","$1,093,619","$1,093,619",$0,$0,$0,$0,Bordeaux
137,Kévin Monnet-Paquet (http://www.capology.com/soccer/player/kevin-monnet-paquet/salary-profile/),"$20,922",LW,30,Starter,3,"$1,087,964","$1,087,964","$1,087,964",$0,$0,$0,$0,St-Étienne
138,Benjamin André (http://www.capology.com/soccer/player/benjamin-andre/salary-profile/),"$20,814",CM,28,Starter,4,"$1,082,310","$1,082,310","$1,082,310","$1,082,310",$0,$0,$0,Rennes
139,Jakob Johansson (http://www.capology.com/soccer/player/jakob-johansson/salary-profile/),"$20,814",CM,28,Reserve,2,"$1,082,310","$1,082,310",$0,$0,$0,$0,$0,Rennes
140,Jimmy Briand (http://www.capology.com/soccer/player/jimmy-briand/salary-profile/),"$20,814",CF,33,Starter,2,"$1,082,310","$1,082,310",$0,$0,$0,$0,$0,Bordeaux
141,Jimmy Durmaz (http://www.capology.com/soccer/player/jimmy-durmaz/salary-profile/),"$20,814",LW,30,Starter,1,"$1,082,310",$0,$0,$0,$0,$0,$0,Toulouse
142,Valentin Rongier (http://www.capology.com/soccer/player/valentin-rongier/salary-profile/),"$20,814",CM,24,Starter,4,"$1,082,310","$1,082,310","$1,082,310","$1,082,310",$0,$0,$0,Nantes
